UF,CIDADE,BAIRRO 
PE,ABREU E LIMA,ALTO SAO MIGUEL
PE,ABREU E LIMA,ALTO B VISTA
PE,ABREU E LIMA,ABREU E LIMA
PE,ABREU E LIMA,ENGENHO NOVO - ABREU E LI
PE,ABREU E LIMA,BELENGA
PE,ABREU E LIMA,BELA VISTA
PE,ABREU E LIMA,ABREU E LIMA (RUR)
PE,ABREU E LIMA,B RENDA
PE,ABREU E LIMA,CAETES III
PE,ABREU E LIMA,CAETES II
PE,ABREU E LIMA,CAETES I
PE,ABREU E LIMA,CAETES
PE,ABREU E LIMA,BOA SORTE
PE,ABREU E LIMA,FOSFATO 1
PE,ABREU E LIMA,VILA COHAB
PE,ABREU E LIMA,VILA BELA
PE,ABREU E LIMA,TIMBO
PE,ABREU E LIMA,SIT. JAGUARIBE
PE,ABREU E LIMA,SAO MIGUEL
PE,ABREU E LIMA,SAO BENTO
PE,ABREU E LIMA,SANTO ANTONIO
PE,ABREU E LIMA,RURAL
PE,ABREU E LIMA,PLANALTO
PE,ABREU E LIMA,PAULISTA
PE,ABREU E LIMA,LOT PLANALTO
PE,ABREU E LIMA,JARDIM CAETES
PE,ABREU E LIMA,JAGUARIBE
PE,ABREU E LIMA,IAMAN
PE,ABREU E LIMA,FREI DAMIAO
PE,ABREU E LIMA,FOSFATO
PE,ABREU E LIMA,DISTRITO INDUSTRIAL
PE,ABREU E LIMA,CENTRO
PE,ABREU E LIMA,AREA RURAL DE ABREU E LIMA
PE,ABREU E LIMA,CHA DE CRUZ
PE,ABREU E LIMA,BOA ESPERANCA
PE,ABREU E LIMA,BOA VISTA
PE,ABREU E LIMA,UTINGA
PE,ABREU E LIMA,SORVANE
PE,ABREU E LIMA,LOT. PRIMAVERA
PE,ABREU E LIMA,JAGUARANA
PE,ABREU E LIMA,PAU DE LEGUA
PE,ABREU E LIMA,PARATIBE
PE,ABREU E LIMA,MATINHA
PE,ABREU E LIMA,MANJOPE
PE,ABREU E LIMA,LOT. N HORIZONTE
PE,ABREU E LIMA,LOT. ARCO IRIS
PE,ABREU E LIMA,LOT EUCALIPTO
PE,ABREU E LIMA,LOT BOA SORTE
PE,ABREU E LIMA,LOT BILIO
PE,ABREU E LIMA,DESTERRO
PE,ABREU E LIMA,CORREGO DO OURO
PE,ABREU E LIMA,CAETES VELHO
PE,ABREU E LIMA,PITANGA
PE,AFOGADOS DA INGAZEIRA,PLANALTO
PE,AFOGADOS DA INGAZEIRA,VILA DA COHAB
PE,AFOGADOS DA INGAZEIRA,URBANO
PE,AFOGADOS DA INGAZEIRA,TAMBORIL
PE,AFOGADOS DA INGAZEIRA,STO. ANTONIO
PE,AFOGADOS DA INGAZEIRA,SAO SEBASTIAO
PE,AFOGADOS DA INGAZEIRA,SAO JOSE
PE,AFOGADOS DA INGAZEIRA,SAO JOAO
PE,AFOGADOS DA INGAZEIRA,SAO FRANCISCO
PE,AFOGADOS DA INGAZEIRA,RURAL
PE,AFOGADOS DA INGAZEIRA,MATADOURO
PE,AFOGADOS DA INGAZEIRA,JATOBA
PE,AFOGADOS DA INGAZEIRA,COOPERATIVADO
PE,AFOGADOS DA INGAZEIRA,COHAB NOVA
PE,AFOGADOS DA INGAZEIRA,COHAB II
PE,AFOGADOS DA INGAZEIRA,COHAB
PE,AFOGADOS DA INGAZEIRA,CENTRO
PE,AFOGADOS DA INGAZEIRA,CEMITERIO
PE,AFOGADOS DA INGAZEIRA,CAIXA DAGUA
PE,AFOGADOS DA INGAZEIRA,BORGES
PE,AFOGADOS DA INGAZEIRA,BOM JESUS
PE,AFOGADOS DA INGAZEIRA,BELA VISTA
PE,AFOGADOS DA INGAZEIRA,AFOGADOS DA INGAZEIRA (RU
PE,AFOGADOS DA INGAZEIRA,AFOGADOS
PE,AFOGADOS DA INGAZEIRA,07 DE SETEMBRO
PE,AFOGADOS DA INGAZEIRA,CARAPUCAS
PE,AFOGADOS DA INGAZEIRA,IBITIRANGA
PE,AFOGADOS DA INGAZEIRA,ALTO VERMELHO
PE,AFOGADOS DA INGAZEIRA,ENCRUZILHADA
PE,AFOGADOS DA INGAZEIRA,AFOGADOS DA INGAZEIRA - R
PE,AFOGADOS DA INGAZEIRA,QUEIMADA GRANDE - SEDE -
PE,AFOGADOS DA INGAZEIRA,CARAPUCAS - SEDE
PE,AFOGADOS DA INGAZEIRA,ALTO VERMELHO - SEDE - AF
PE,AFOGADOS DA INGAZEIRA,VARZINHA - SEDE - AFOGADO
PE,AFOGADOS DA INGAZEIRA,CAMPINHOS
PE,AFOGADOS DA INGAZEIRA,VITORINO GOMES
PE,AFOGADOS DA INGAZEIRA,PE PEDRO PEREIRA
PE,AFOGADOS DA INGAZEIRA,MANOELA VALADARES
PE,AFOGADOS DA INGAZEIRA,CARMOPOLIS
PE,AFOGADOS DA INGAZEIRA,POR DO SOL
PE,AFOGADOS DA INGAZEIRA,MANOEL VALADARES
PE,AFOGADOS DA INGAZEIRA,VILA PINTADA
PE,AFOGADOS DA INGAZEIRA,VILA CAGEPE
PE,AFOGADOS DA INGAZEIRA,VILA BOM JESUS
PE,AFOGADOS DA INGAZEIRA,VILA AREAL
PE,AFOGADOS DA INGAZEIRA,VARZEA COMPRIDA
PE,AFOGADOS DA INGAZEIRA,TORROES
PE,AFOGADOS DA INGAZEIRA,TANQUE
PE,AFOGADOS DA INGAZEIRA,SOBREIRA
PE,AFOGADOS DA INGAZEIRA,SITIO - AFOGADOS DA INGAZ
PE,AFOGADOS DA INGAZEIRA,SIT. JATI
PE,AFOGADOS DA INGAZEIRA,SAO PEDRO
PE,AFOGADOS DA INGAZEIRA,SAO JUDAS TADEU
PE,AFOGADOS DA INGAZEIRA,SAO JOAO VELHO
PE,AFOGADOS DA INGAZEIRA,SAO BRAZ
PE,AFOGADOS DA INGAZEIRA,SANTIAGO
PE,AFOGADOS DA INGAZEIRA,RODOVIARIA
PE,AFOGADOS DA INGAZEIRA,QUEIMADAS
PE,AFOGADOS DA INGAZEIRA,PONTES
PE,AFOGADOS DA INGAZEIRA,POCO
PE,AFOGADOS DA INGAZEIRA,PITOMBEIRA
PE,AFOGADOS DA INGAZEIRA,PINTADA
PE,AFOGADOS DA INGAZEIRA,PE. PEREIRA
PE,AFOGADOS DA INGAZEIRA,PE. LUIZ GOIS
PE,AFOGADOS DA INGAZEIRA,PE 320
PE,AFOGADOS DA INGAZEIRA,PAU FERRO
PE,AFOGADOS DA INGAZEIRA,PARTICULAR
PE,AFOGADOS DA INGAZEIRA,PAJEU MIRIM
PE,AFOGADOS DA INGAZEIRA,PACUS
PE,AFOGADOS DA INGAZEIRA,NOVA DESCOBERTA
PE,AFOGADOS DA INGAZEIRA,NOVA BRASILIA
PE,AFOGADOS DA INGAZEIRA,NAZARE
PE,AFOGADOS DA INGAZEIRA,MORADA NOVA
PE,AFOGADOS DA INGAZEIRA,MINADOURO
PE,AFOGADOS DA INGAZEIRA,MACAMBIRA
PE,AFOGADOS DA INGAZEIRA,LARGE DO GATO
PE,AFOGADOS DA INGAZEIRA,JATI
PE,AFOGADOS DA INGAZEIRA,IZIDIO LEITE
PE,AFOGADOS DA INGAZEIRA,GANGORRA
PE,AFOGADOS DA INGAZEIRA,FERROVIARIA
PE,AFOGADOS DA INGAZEIRA,FAVELA
PE,AFOGADOS DA INGAZEIRA,DOM FRANCISCO
PE,AFOGADOS DA INGAZEIRA,DOIS RIACHOS
PE,AFOGADOS DA INGAZEIRA,CURRAL VELHO
PE,AFOGADOS DA INGAZEIRA,COSTA
PE,AFOGADOS DA INGAZEIRA,CONJ HAB DOM FRANCISCO -
PE,AFOGADOS DA INGAZEIRA,CENTRAL
PE,AFOGADOS DA INGAZEIRA,CATOLE
PE,AFOGADOS DA INGAZEIRA,CARNAUBINHA
PE,AFOGADOS DA INGAZEIRA,CAPOEIRAS
PE,AFOGADOS DA INGAZEIRA,CAMPO DE DEUS
PE,AFOGADOS DA INGAZEIRA,CAICARA
PE,AFOGADOS DA INGAZEIRA,CAGEPE
PE,AFOGADOS DA INGAZEIRA,CACHOEIRA CANCAO
PE,AFOGADOS DA INGAZEIRA,BROTAS
PE,AFOGADOS DA INGAZEIRA,BOMFIN
PE,AFOGADOS DA INGAZEIRA,BARRO BRANCO
PE,AFOGADOS DA INGAZEIRA,BARRA
PE,AFOGADOS DA INGAZEIRA,ALTO JOSE BRAS
PE,AFOGADOS DA INGAZEIRA,ALTO BELA VISTA
PE,AFOGADOS DA INGAZEIRA,ALEXANDRE
PE,AFOGADOS DA INGAZEIRA,ALCA DE PEIA
PE,AFOGADOS DA INGAZEIRA,A A B B
PE,AFOGADOS DA INGAZEIRA,SUZY
PE,AFOGADOS DA INGAZEIRA,SAUDE
PE,AFOGADOS DA INGAZEIRA,CARAPUCAS - RURAL
PE,AFOGADOS DA INGAZEIRA,FOTOVOLTAICO - AFOGADOS D
PE,AFOGADOS DA INGAZEIRA,VARZINHA
PE,AFRANIO,MONTE OREBE
PE,AFRANIO,AFRANIO (RUR)
PE,AFRANIO,AFRANIO
PE,AFRANIO,VILA IZABEL GOMES
PE,AFRANIO,CENTRO
PE,AFRANIO,CABOCLO
PE,AFRANIO,CAPACIDADE
PE,AFRANIO,ALTO VISTOSA
PE,AFRANIO,POCAO (RUR)
PE,AFRANIO,POCAO - CENTRO
PE,AFRANIO,CENTRO - POCAO
PE,AFRANIO,CACHOEIRA DO ROBERTO CENTRO
PE,AFRANIO,CACHOEIRA DO ROBERTO (RUR
PE,AFRANIO,CENTRO BARRA DA MELANCIA
PE,AFRANIO,BARRA DA MELANCIA
PE,AFRANIO,BR 407 - ARIZONA
PE,AFRANIO,LAGOA DE FORA
PE,AFRANIO,FAZENDA CABOCLO
PE,AFRANIO,AFRANIO RURAL
PE,AFRANIO,CABOCLO RURAL
PE,AFRANIO,EXTREMA RURAL - AFRANIO
PE,AFRANIO,CACHOEIRA DO ROBERTO RURA
PE,AFRANIO,BARRA DA MELANCIA RURAL -
PE,AFRANIO,ARIZONA RURAL - AFRANIO
PE,AFRANIO,LAGOA DE FORA RURAL
PE,AFRANIO,BR 407
PE,AFRANIO,ANTONIO AVELAR
PE,AFRANIO,ALTO VISTOSO
PE,AFRANIO,ALTO CHEIROSO
PE,AFRANIO,ACUDINHO
PE,AFRANIO,CABOCLO (RUR)
PE,AFRANIO,EXTREMA (RUR)
PE,AFRANIO,EXTREMA
PE,AFRANIO,COMPRIDA
PE,AFRANIO,BAIRRO NOVO
PE,AFRANIO,SITIO PANACIO
PE,AFRANIO,POCAO - RURAL
PE,AFRANIO,RES
PE,AFRANIO,RURAL
PE,AFRANIO,MANDIOCA BRAVA
PE,AFRANIO,DORMENTES
PE,AFRANIO,CACHOEIRA DO ROBERTO
PE,AFRANIO,RURAL BARRA DA MELANCIA
PE,AFRANIO,BARRA DA MELANCIA (RUR)
PE,AFRANIO,ARIZONA RURAL
PE,AFRANIO,ARIZONA (RUR)
PE,AFRANIO,VILA LAGOA DE FORA
PE,AFRANIO,SITIO TRANQUEIRA
PE,AFRANIO,LAGOA DE FORA (RUR)
PE,AFRANIO,JOSE AFRANIO RURAL
PE,AFRANIO,BARRA DA MELANCIA RURAL
PE,AFRANIO,COHAB 02
PE,AFRANIO,COHAB
PE,AFRANIO,BR 633
PE,AFRANIO,EXTREMA RURAL
PE,AFRANIO,VILA
PE,AFRANIO,VEREDA DA SERRA
PE,AFRANIO,SITIO MANDIOCA
PE,AFRANIO,BENEDITO RAMOS
PE,AFRANIO,CONSTANCIO COELHO
PE,AFRANIO,SEMIDOCEIA DA SILVA
PE,AFRANIO,CIDADE JARDIM
PE,AFRANIO,CENTRO POVOADO DE ARIZONA
PE,AFRANIO,POVOADO DE ARIZONA
PE,AFRANIO,MARCOS FERREIRA GOMES
PE,AFRANIO,COSNTANCIO CARVALHO - AFR
PE,AFRANIO,BENVINDO RAMOS - AFRANIO
PE,AFRANIO,CLAUDIO GALINDO
PE,AFRANIO,AVELAR D RODRIGUES
PE,AFRANIO,DOM AVILA
PE,AFRANIO,VILA ISABEL
PE,AFRANIO,TABULEIRINHO
PE,AFRANIO,SIT. TRIUNFO
PE,AFRANIO,SIT. TRES PAUS
PE,AFRANIO,SIT. DOIS IRMAOS
PE,AFRANIO,SIT. CAVEIRA
PE,AFRANIO,SIT. CANAFISTOLA
PE,AFRANIO,ROBERTO LUIZ
PE,AFRANIO,PEDRINHAS
PE,AFRANIO,NOVA OLINDA
PE,AFRANIO,MARIA AUXILIADORA
PE,AFRANIO,LOT. ROBERTO LUIZ
PE,AFRANIO,JOSE RAMOS CAVALCANTE
PE,AFRANIO,JOSE C RAMOS
PE,AFRANIO,ISABEL GOMES
PE,AGRESTINA,LOTTO SANTO ANTONIO
PE,AGRESTINA,PE - 149
PE,AGRESTINA,LOTTO MAURICIO DE NASSAU
PE,AGRESTINA,LOTTO PORTAL SERTAO I
PE,AGRESTINA,LOTTO STO ANDRE
PE,AGRESTINA,BEATRIZ DE CASTRO LINO
PE,AGRESTINA,LOTTO JUCA ALVES
PE,AGRESTINA,LOT PARQUE DAS ANDORINHAS
PE,AGRESTINA,VILA IPIRANGA
PE,AGRESTINA,VILA
PE,AGRESTINA,SITIO
PE,AGRESTINA,SIT. SAQUINHO
PE,AGRESTINA,SIT. SAPUCAIA DE BAIXO
PE,AGRESTINA,SIT. RIACHO DO PEIXE
PE,AGRESTINA,SIT. RIACHO DO GADO
PE,AGRESTINA,SIT. RIACHAO MARACAJA
PE,AGRESTINA,SIT. QUEIMADINHA
PE,AGRESTINA,SIT. QUEIMADA PEREIRA
PE,AGRESTINA,SIT. PATONHO
PE,AGRESTINA,SIT. MARACAJA
PE,AGRESTINA,SIT. JUCA GROSSO
PE,AGRESTINA,SIT. EXU
PE,AGRESTINA,SITIO ESPERANCA
PE,AGRESTINA,SIT. BARRA DO JARDIM
PE,AGRESTINA,SIT. AGUA BRANCA
PE,AGRESTINA,SAO CAETANO
PE,AGRESTINA,S VARIANTE
PE,AGRESTINA,RURAL
PE,AGRESTINA,RIBEIRO
PE,AGRESTINA,RIACHO DO PEIXE
PE,AGRESTINA,PETROPOLIS
PE,AGRESTINA,NOVO AGRESTE
PE,AGRESTINA,N AGRESTINA
PE,AGRESTINA,MIGUEL ARRAES
PE,AGRESTINA,MARIA RIBEIRO
PE,AGRESTINA,MARIA PRETA
PE,AGRESTINA,M HELENA SILVA
PE,AGRESTINA,LOTTO CAMPO NOVO
PE,AGRESTINA,LOTEAMENTO
PE,AGRESTINA,LOT. NOVO AGRESTE
PE,AGRESTINA,LOT. N AGRESTINA
PE,AGRESTINA,LOT. MARIA RITA
PE,AGRESTINA,LOTTO JOAO DE DEUS
PE,AGRESTINA,LOT. IPIRANGA
PE,AGRESTINA,LOTTO HOZANA
PE,AGRESTINA,LOT PEDRO ALCANT
PE,AGRESTINA,LOT M RIBEIRO
PE,AGRESTINA,LOT JOAO MACIEL
PE,AGRESTINA,IPIRANGA
PE,AGRESTINA,COMAR
PE,AGRESTINA,COHAB
PE,AGRESTINA,CENTRO
PE,AGRESTINA,CARUARU
PE,AGRESTINA,BR 104
PE,AGRESTINA,BAIRRO NOVO
PE,AGRESTINA,AGRESTINA (RUR)
PE,AGRESTINA,AGRESTINA
PE,AGRESTINA,SITIO OLHO DAGUA
PE,AGRESTINA,SITIO CAPIVARA
PE,AGRESTINA,SITIO BARRA DO RIO MENTIR
PE,AGRESTINA,SITIO BARRA DO CHATA
PE,AGRESTINA,OLHO DAGUA
PE,AGRESTINA,CAPIVARA
PE,AGRESTINA,BARRA DO CHATA (RUR)
PE,AGRESTINA,BARRA DO CHATA
PE,AGRESTINA,AGRESINENSE
PE,AGRESTINA,VILA BARRA DO JARDIM
PE,AGRESTINA,BARRA DO JARDIM (RUR)
PE,AGRESTINA,BARRA DO JARDIM
PE,AGRESTINA,VILA STA TEREZA
PE,AGRESTINA,VILA JARDIM - AGRESTINA
PE,AGRESTINA,STA. TEREZA
PE,AGRESTINA,SIT. STA. TEREZA
PE,AGRESTINA,VILA S MENDES
PE,AGRESTINA,VILA PE SERRA DOS MENDES
PE,AGRESTINA,SITIO RIACHO DO GADO
PE,AGRESTINA,SITIO QUEIMADA DO PEREIRA
PE,AGRESTINA,SITIO PE DE SERRA DOS MEN
PE,AGRESTINA,SITIO MARIA PRETA
PE,AGRESTINA,PE DE SERRA DOS MENDES (R
PE,AGRESTINA,PE DE SERRA DOS MENDES
PE,AGRESTINA,VILA TERRA PRETA
PE,AGRESTINA,VILA CRUZ AGUA BRANCA
PE,AGRESTINA,TERRA PRETA
PE,AGRESTINA,SITIO TERRA PRETA
PE,AGRESTINA,SITIO PATINHO
PE,AGRESTINA,SITIO MACARANDUBA
PE,AGRESTINA,SITIO FUNDAO
PE,AGRESTINA,SITIO BATENTE
PE,AGRESTINA,SITIO AGUA BRANCA
PE,AGRESTINA,SIT. LAJEDO
PE,AGRESTINA,SIT. CAJA
PE,AGRESTINA,QUANDUS
PE,AGRESTINA,CRUZ AGUA BRANCA (RUR) -
PE,AGRESTINA,CRUZ AGUA BRANCA
PE,AGRESTINA,BATENTE
PE,AGRESTINA,VILA UMBUZEIRO
PE,AGRESTINA,VILA SERRA DO UMBUZEIRO
PE,AGRESTINA,VILA DO VARIANTE
PE,AGRESTINA,VARIANTE
PE,AGRESTINA,SITIO RIACHAO
PE,AGRESTINA,SITIO CACHOEIRA
PE,AGRESTINA,SITIO ALTO DO TATU
PE,AGRESTINA,SITIO RIACHAO - AGRESTINA
PE,AGRESTINA,CACHOEIRA
PE,AGRESTINA,BARRA RIACHAO
PE,AGRESTINA,SIT. GUARIBAS
PE,AGRESTINA,BOAS NOVAS
PE,AGRESTINA,VILA RICA
PE,AGRESTINA,VILA IBIRICU
PE,AGRESTINA,IBIRICU
PE,AGRESTINA,GUARIBAS
PE,AGRESTINA,VILA VERTENTES
PE,AGRESTINA,VILA SERRA DO JARDIM
PE,AGRESTINA,SITIO VERTENTES
PE,AGRESTINA,SITIO ENCANTO
PE,AGRESTINA,SERRA DO JARDIM
PE,AGRESTINA,ENCANTO
PE,AGRESTINA,CEACA
PE,AGRESTINA,BREJO VELHO
PE,AGRESTINA,SITIO LAJEDO DO BOI - AGR
PE,AGRESTINA,SITIO LACOS - AGRESTINA
PE,AGRESTINA,SITIO OLHO DAGUA - AGREST
PE,AGRESTINA,SITIO SAQUINHO - AGRESTIN
PE,AGRESTINA,SITIO QUEIMADINHA - AGRES
PE,AGRESTINA,SITIO FURNAS - AGRESTINA
PE,AGRESTINA,SITIO SERRA DA QUITERIA -
PE,AGRESTINA,SITIO MARIA PRETA - AGRES
PE,AGRESTINA,SITIO BREJO DA JAQUEIRA -
PE,AGRESTINA,SITIO PEDRINHA - AGRESTIN
PE,AGRESTINA,SITIO MARACAJA - AGRESTIN
PE,AGRESTINA,SITIO ALASTRADO - AGRESTI
PE,AGRESTINA,SITIO SAPUCAIA - AGRESTIN
PE,AGRESTINA,SITIO JUCA GROSSO - AGRES
PE,AGRESTINA,SITIO EXU - AGRESTINA
PE,AGRESTINA,SITIO VARZEA DO CAPIM - A
PE,AGRESTINA,SITIO JENIPAPO - AGRESTIN
PE,AGRESTINA,SITIO TERRA VERMELHA - AG
PE,AGRESTINA,SITIO JARARACA - AGRESTIN
PE,AGRESTINA,SITIO SERRA DO JARDIM - A
PE,AGRESTINA,MONTE AZUL
PE,AGUA PRETA,SANTA TEREZINHA
PE,AGUA PRETA,CENTRO
PE,AGUA PRETA,SUZY
PE,AGUA PRETA,EUDOCIA
PE,AGUA PRETA,JOAQUIM NABUCO
PE,AGUA PRETA,AGUA MINERAL
PE,AGUA PRETA,MACARIO
PE,AGUA PRETA,ALTO DO CRUZEIRO
PE,AGUA PRETA,BAIRRO DA AGUA MINERAL
PE,AGUA PRETA,VILA ALEGRETE
PE,AGUA PRETA,VENTUROSA
PE,AGUA PRETA,STO. ANTONIO
PE,AGUA PRETA,SIT. PASCOAL
PE,AGUA PRETA,RURAL
PE,AGUA PRETA,PE 096
PE,AGUA PRETA,PARNASIO II
PE,AGUA PRETA,NOVA PERNAZO
PE,AGUA PRETA,MARGEM PE 96
PE,AGUA PRETA,LIBERDADE
PE,AGUA PRETA,L V RODRIGUES
PE,AGUA PRETA,L ENEDINA
PE,AGUA PRETA,JOAQUIM COUTINHO
PE,AGUA PRETA,JIQUIAZINHO
PE,AGUA PRETA,JIQUIA
PE,AGUA PRETA,JARDIM CAROLINA
PE,AGUA PRETA,JACUIPE
PE,AGUA PRETA,FORROZAO
PE,AGUA PRETA,ENG BELA ROSA
PE,AGUA PRETA,FAZENDA CHAPEU DE COURO
PE,AGUA PRETA,ENG MAURICEIA
PE,AGUA PRETA,ENGENHO GUARANY
PE,AGUA PRETA,ENGENHO BARRA DE OURO
PE,AGUA PRETA,ENGENHO POCO FUNDO
PE,AGUA PRETA,ENG PERNAMBUCO - AGUA PRE
PE,AGUA PRETA,ENG PRATO GRANDE - AGUA P
PE,AGUA PRETA,ENG CANOA RACHADA - AGUA
PE,AGUA PRETA,FAZENDA CAMARAO
PE,AGUA PRETA,ENG LAJE DO UNA - AGUA PR
PE,AGUA PRETA,ENG CAVADA - AGUA PRETA
PE,AGUA PRETA,ENGENHO PEDRA IMA
PE,AGUA PRETA,ENG SACRAMENTO - AGUA PRE
PE,AGUA PRETA,ENGENHO BOMFIM
PE,AGUA PRETA,ENG ARRANCA - AGUA PRETA
PE,AGUA PRETA,ENGENHO BARRA DO SERINGAL
PE,AGUA PRETA,FAZ GIRONDY - AGUA PRETA
PE,AGUA PRETA,ENG PINDOBAL - AGUA PRETA
PE,AGUA PRETA,ENG SOUZA - AGUA PRETA
PE,AGUA PRETA,FEZ BARONESA - AGUA PRETA
PE,AGUA PRETA,ENG ESPIRITO SANTO - AGUA
PE,AGUA PRETA,ENG AVELOZ - AGUA PRETA
PE,AGUA PRETA,ENG PARNAZO - AGUA PRETA
PE,AGUA PRETA,ENG BOM CONSELHO - AGUA P
PE,AGUA PRETA,ENG POTOSI - AGUA PRETA
PE,AGUA PRETA,FAZ BARRA LARGA - AGUA PR
PE,AGUA PRETA,ENG MORENO - AGUA PRETA
PE,AGUA PRETA,ENG CRUZ DE MALTA - AGUA
PE,AGUA PRETA,ENG CONSELHO - AGUA PRETA
PE,AGUA PRETA,FAZ JATOBA - AGUA PRETA
PE,AGUA PRETA,ENG ALMESSEGA - AGUA PRET
PE,AGUA PRETA,ENG PIRANGI - AGUA PRETA
PE,AGUA PRETA,FLOR DE MARIA - AGUA PRET
PE,AGUA PRETA,FAZ VALE DO PIRAGIBE - AG
PE,AGUA PRETA,FAZ CORUJA - AGUA PRETA
PE,AGUA PRETA,ENG PASTO GRANDE - AGUA P
PE,AGUA PRETA,ENG PASTINHO - AGUA PRETA
PE,AGUA PRETA,FAZ PALANQUETE - AGUA PRE
PE,AGUA PRETA,ENG FLORENTE - AGUA PRETA
PE,AGUA PRETA,ENG MANGUEIRA - AGUA PRET
PE,AGUA PRETA,ENG CACHOEIRA DO MORCEGO
PE,AGUA PRETA,ENG BELAMENTE - AGUA PRET
PE,AGUA PRETA,ENG ELDORADO - AGUA PRETA
PE,AGUA PRETA,ENG STO ANTONIO - AGUA PR
PE,AGUA PRETA,ENG VIDA NOVA - AGUA PRET
PE,AGUA PRETA,ENG VENTUROSO - AGUA PRET
PE,AGUA PRETA,FAZ SANTA HELENA - AGUA P
PE,AGUA PRETA,FAZ SANTA RITA - AGUA PRE
PE,AGUA PRETA,FAZ ANDALUZ - AGUA PRETA
PE,AGUA PRETA,FAZ TABOSA - AGUA PRETA
PE,AGUA PRETA,ENG BEIJA FLOR - AGUA PRE
PE,AGUA PRETA,ENG ALEGRETE - AGUA PRETA
PE,AGUA PRETA,ENG BADALEGIO - AGUA PRET
PE,AGUA PRETA,SIT SAO JOSE - AGUA PRETA
PE,AGUA PRETA,ENG FLORESCENTE - AGUA PR
PE,AGUA PRETA,ENG MACACO - AGUA PRETA
PE,AGUA PRETA,FAZ VALE DO UNA - AGUA PR
PE,AGUA PRETA,ENG CACHOEIRA DANTAS - AG
PE,AGUA PRETA,ENG OURIVES - AGUA PRETA
PE,AGUA PRETA,ENG PRIVILEGIO - AGUA PRE
PE,AGUA PRETA,ENG ARARUNA - AGUA PRETA
PE,AGUA PRETA,ENG MAJESTOSO - AGUA PRET
PE,AGUA PRETA,CUMBE - AGUA PRETA
PE,AGUA PRETA,ENG DOIS BRACOS - AGUA PR
PE,AGUA PRETA,FLOR DE MARIA
PE,AGUA PRETA,ESPERANCA
PE,AGUA PRETA,ENGENHO SOUZA
PE,AGUA PRETA,ENGENHO MANGUEIRA
PE,AGUA PRETA,ENG VENTUROSO
PE,AGUA PRETA,ENG PARNAZIO
PE,AGUA PRETA,ENG MACACO
PE,AGUA PRETA,ENG FLORESCENTE
PE,AGUA PRETA,ENG ELDOURADO
PE,AGUA PRETA,ENG CUMBE
PE,AGUA PRETA,ENG ALEGRETE
PE,AGUA PRETA,COHAB
PE,AGUA PRETA,CAROLINA
PE,AGUA PRETA,C. DO MORCEGO
PE,AGUA PRETA,BR 101
PE,AGUA PRETA,BOM CONSELHO
PE,AGUA PRETA,BOA VISTA
PE,AGUA PRETA,BOA ESPERANCA
PE,AGUA PRETA,BARRA LAMA
PE,AGUA PRETA,BAIRRO NOVO
PE,AGUA PRETA,ARIADO
PE,AGUA PRETA,ALEGRETE
PE,AGUA PRETA,ALECRIM
PE,AGUA PRETA,AGUA PRETA (RUR)
PE,AGUA PRETA,AGUA PRETA
PE,AGUA PRETA,XEXEU
PE,AGUA PRETA,VILA SOCIAL
PE,AGUA PRETA,VILA CAMPOS FRIOS
PE,AGUA PRETA,POSTO FISCAL
PE,AGUA PRETA,ENG GALO
PE,AGUA PRETA,CAMPOS FRIOS
PE,AGUA PRETA,VILA
PE,AGUA PRETA,TAMATIAOZINHO
PE,AGUA PRETA,TAMATIAO
PE,AGUA PRETA,STA. TEREZINHA (RUR)
PE,AGUA PRETA,STA. TEREZA
PE,AGUA PRETA,PORTO SEGURO
PE,AGUA PRETA,ENGENHO TAMATIAO
PE,AGUA PRETA,ENGENHO STA. TEREZA
PE,AGUA PRETA,ENGENHO GABINETE
PE,AGUA PRETA,ENG PORTO SEGURO
PE,AGUA PRETA,CORRIENTE
PE,AGUA PRETA,VILA LIBERAL
PE,AGUA PRETA,LIBERAL
PE,AGUA PRETA,AGROVILA LIBERAL
PE,AGUAS BELAS,SITIO ALTO DA LAGOA
PE,AGUAS BELAS,SITIO LAGOA DOS PATOS
PE,AGUAS BELAS,SI UMBUZEIRO DA LAJE
PE,AGUAS BELAS,SITIO SAO JOAO
PE,AGUAS BELAS,SITIO SALOBRINHO
PE,AGUAS BELAS,SITIO BARRO VERMELHO
PE,AGUAS BELAS,SITIO PRATA
PE,AGUAS BELAS,SITIO RIACHO FUNDO - AGUA
PE,AGUAS BELAS,FAZENDA BARRA NOVA - AGUA
PE,AGUAS BELAS,RURAL AGUAS BELAS - AGUAS
PE,AGUAS BELAS,SITIO CABO DO CAMPO - AGU
PE,AGUAS BELAS,TREVO DA BR - AGUAS BELAS
PE,AGUAS BELAS,SITIO RIBEIRA DE BAIXO -
PE,AGUAS BELAS,SITIO PATOS - AGUAS BELAS
PE,AGUAS BELAS,SITIO SERRA DO CAPIM - AG
PE,AGUAS BELAS,RUA DO COMERCIO - AGUAS B
PE,AGUAS BELAS,RUA COHAB - AGUAS BELAS
PE,AGUAS BELAS,CAMPO GRANDE - AGUAS BELA
PE,AGUAS BELAS,RUA AGUAS BELAS - AGUAS B
PE,AGUAS BELAS,FAZENDA CAIARA - AGUAS BE
PE,AGUAS BELAS,FAZENDA SAO FRANCISCO - A
PE,AGUAS BELAS,FAZENDA SAO JOSE - AGUAS
